start_station_name,member_casual,number_of_rides,average_duration
Wentworth Ave & 24th St (Temp),casual,993,38.24046659953004
Wentworth Ave & 24th St (Temp),member,906,16.37694996320824
Wentworth Ave & 33rd St,casual,821,24.068980917580188
Wentworth Ave & 33rd St,member,1778,12.21420134983127
Wentworth Ave & 35th St,casual,771,26.69941634241245
Wentworth Ave & 35th St,member,837,14.191457586618876
Wentworth Ave & 63rd St,casual,141,19.677777777777777
Wentworth Ave & 63rd St,member,61,25.2188524590164
Wentworth Ave & Cermak Rd,casual,5252,35.694944782939835
Wentworth Ave & Cermak Rd,member,3461,15.886949821824137
WEST CHI-WATSON,casual,3,39.27222222222233
Western & 28th - Velasquez Institute Vaccination Site,casual,54,64.15555555555562
Western & 28th - Velasquez Institute Vaccination Site,member,68,18.28504901960784
Western Ave & 104th St,casual,117,31.04045584045585
Western Ave & 104th St,member,13,21.63076923076923
Western Ave & 111th St,casual,149,58.565324384787466
Western Ave & 111th St,member,9,71.17222222222222
Western Ave & 21st St,casual,578,30.231314878892725
Western Ave & 21st St,member,1109,19.498061316501353
Western Ave & 24th St,casual,274,27.258454987834543
Western Ave & 24th St,member,492,16.118936314363143
Western Ave & 28th St,member,5,19.03333333333334
Western Ave & 62nd St,casual,6,23.797222222222242
Western Ave & Ardmore Ave,casual,3,14.905555555555534
Western Ave & Ardmore Ave,member,1,20.6166666666667
Western Ave & Congress Pkwy,casual,896,29.338337053571433
Western Ave & Congress Pkwy,member,1960,13.726028911564626
Western Ave & Division St,casual,2480,23.023118279569893
Western Ave & Division St,member,2685,15.242029795158286
Western Ave & Fillmore St,casual,959,25.433733055265904
Western Ave & Fillmore St,member,3715,12.906882009869896
Western Ave & Grace St,casual,6,19.375000000000018
Western Ave & Grace St,member,14,23.62738095238092
Western Ave & Granville Ave,casual,559,40.8458258795468
Western Ave & Granville Ave,member,471,18.360969568294408
Western Ave & Gunnison St,casual,19,14.5780701754386
Western Ave & Gunnison St,member,31,11.751612903225807
Western Ave & Howard St,casual,380,28.616578947368424
Western Ave & Howard St,member,333,16.911011011011013
Western Ave & Lake St,casual,3,12.833333333333334
Western Ave & Lake St,member,1,7.08333333333333
Western Ave & Leland Ave,casual,2039,27.622069641981366
Western Ave & Leland Ave,member,3764,13.71166755224938
Western Ave & Lunt Ave,casual,411,34.168734793187355
Western Ave & Lunt Ave,member,845,21.058224852071007
Western Ave & Monroe St,casual,684,26.648635477582843
Western Ave & Monroe St,member,1309,13.596180290297937
Western Ave & Roscoe St,casual,991,27.74836865119407
Western Ave & Roscoe St,member,1425,14.137894736842105
Western Ave & Walton St,casual,3090,20.141720604099245
Western Ave & Walton St,member,3934,13.42904592441959
Western Ave & Winnebago Ave,casual,3913,23.028256239884147
Western Ave & Winnebago Ave,member,4726,14.360773733954014
Western Blvd & 48th Pl,casual,213,34.35211267605633
Western Blvd & 48th Pl,member,69,14.28840579710145
Whipple/Irving Park,casual,10,53.03166666666673
Whipple/Irving Park,member,2,21.15
Wilton Ave & Belmont Ave,casual,11908,21.748640969656254
Wilton Ave & Belmont Ave,member,14012,12.188087591588163
Wilton Ave & Diversey Pkwy,casual,8055,18.239749637906062
Wilton Ave & Diversey Pkwy,member,10731,10.86752399589973
Winchester (Ravenswood) Ave & Balmoral Ave,casual,595,24.93997198879552
Winchester (Ravenswood) Ave & Balmoral Ave,member,1093,13.524519670631289
Winchester Ave & Elston Ave,casual,1500,27.587866666666667
Winchester Ave & Elston Ave,member,1871,16.545082843399253
Winthrop Ave & Lawrence Ave,casual,2690,24.878060718711275
Winthrop Ave & Lawrence Ave,member,3517,13.424741730641646
Wolcott (Ravenswood) Ave & Montrose Ave,casual,1534,23.193839634941327
Wolcott (Ravenswood) Ave & Montrose Ave,member,3084,12.19102356247298
Wolcott Ave & Fargo Ave,casual,247,33.90695006747638
Wolcott Ave & Fargo Ave,member,200,17.184916666666666
Wolcott Ave & Polk St,casual,1484,19.41817160826595
Wolcott Ave & Polk St,member,8038,12.760522932736171
Wood St & 35th St,casual,304,41.74841008771931
Wood St & 35th St,member,307,16.619815418023887
Wood St & Augusta Blvd,casual,2136,20.71497347066167
Wood St & Augusta Blvd,member,3373,13.087162763118885
Wood St & Chicago Ave,casual,2498,19.726868161195622
Wood St & Chicago Ave,member,4340,12.449374039938556
Wood St & Hubbard St,casual,1615,18.461114551083593
Wood St & Hubbard St,member,2626,13.618145468392994
Wood St & Milwaukee Ave,casual,6929,23.263640736999086
Wood St & Milwaukee Ave,member,8164,14.269353258206761
Wood St & Taylor St (Temp),casual,972,18.159927983539095
Wood St & Taylor St (Temp),member,5760,13.532766203703703
Woodlawn & 103rd - Olive Harvey Vaccination Site,casual,9,28.281481481481496
Woodlawn & 103rd - Olive Harvey Vaccination Site,member,2,10.86666666666665
Woodlawn Ave & 55th St,casual,2483,28.957296281380053
Woodlawn Ave & 55th St,member,4114,10.576814940852373
Woodlawn Ave & 75th St,casual,37,31.152252252252268
Woodlawn Ave & 75th St,member,9,12.361111111111121
Woodlawn Ave & Lake Park Ave,casual,801,53.26568872243028
Woodlawn Ave & Lake Park Ave,member,795,16.08188679245283
Yates Blvd & 75th St,casual,147,90.37210884353735
Yates Blvd & 75th St,member,39,23.67606837606838
Yates Blvd & 93rd St,casual,59,39.88022598870056
Yates Blvd & 93rd St,member,15,25.68888888888889
